"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 17 17:15:35 IST 2019","Sat Aug 17 17:15:35 IST 2019","0","test_scripts.test_cart","test_cart","TestCart","","","test_tc_002_add_product_and_verify",""
"broken","Sat Aug 17 17:15:36 IST 2019","Sat Aug 17 17:15:36 IST 2019","0","test_scripts.test_login","test_login","TestLogin","","","test_tc_001_invalid_login",""
