"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 17 16:26:46 IST 2019","Sat Aug 17 16:27:18 IST 2019","32087","test_scripts.test_login","test_login","TestLogin","","","test_tc_001_invalid_login",""
"broken","Sat Aug 17 16:26:45 IST 2019","Sat Aug 17 16:27:49 IST 2019","63807","test_scripts.test_cart","test_cart","TestCart","","","test_tc_002_add_product_and_verify",""
