"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 24 22:40:47 IST 2019","Sat Aug 24 22:40:51 IST 2019","4439","test_scripts.test_login","test_login","TestLogin","","","test_tc_001_invalid_login",""
"broken","Sat Aug 24 22:39:33 IST 2019","Sat Aug 24 22:40:25 IST 2019","51661","test_scripts.test_cart","test_cart","TestCart","","","test_tc_002_add_product_and_verify",""
