"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 17 15:13:33 IST 2019","Sat Aug 17 15:13:39 IST 2019","6069","test_scripts.test_login","test_login","TestLogin","","","test_tc_001_invalid_login",""
"broken","Sat Aug 17 15:13:13 IST 2019","Sat Aug 17 15:13:17 IST 2019","3703","test_scripts.test_cart","test_cart","TestCart","","","test_tc_002_add_product_and_verify",""
