"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 24 23:07:38 IST 2019","Sat Aug 24 23:07:53 IST 2019","15124","test_scripts.test_cart","test_cart","TestCart","","","test_tc_002_add_product_and_verify",""
"passed","Sat Aug 24 23:08:16 IST 2019","Sat Aug 24 23:08:24 IST 2019","7931","test_scripts.test_login","test_login","TestLogin","","","test_tc_001_invalid_login",""
