"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 17 15:08:29 IST 2019","Sat Aug 17 15:08:30 IST 2019","580","test_scripts.test_login","test_login","TestLogin","","","test_tc_001_invalid_login",""
"broken","Sat Aug 17 15:07:53 IST 2019","Sat Aug 17 15:07:55 IST 2019","2157","test_scripts.test_cart","test_cart","TestCart","","","test_tc_002_add_product_and_verify",""
