"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 24 23:20:04 IST 2019","Sat Aug 24 23:20:11 IST 2019","7006","test_scripts.test_login","test_login","TestLogin","","","test_tc_001_invalid_login",""
"broken","Sat Aug 24 23:19:13 IST 2019","Sat Aug 24 23:19:41 IST 2019","27671","test_scripts.test_cart","test_cart","TestCart","","","test_tc_002_add_product_and_verify",""
