"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 17 17:20:45 IST 2019","Sat Aug 17 17:20:49 IST 2019","3802","test_scripts.test_login","test_login","TestLogin","","","test_tc_001_invalid_login",""
"broken","Sat Aug 17 17:19:51 IST 2019","Sat Aug 17 17:20:31 IST 2019","39495","test_scripts.test_cart","test_cart","TestCart","","","test_tc_002_add_product_and_verify",""
